Set	Line	KO	Gene	Sign
67NR Kmt2d.KO	67NR	Kmt2d.KO	EPHA10	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	P2RY12	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	CD59A	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	PSTPIP1	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	KARS	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	SYNE4	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	PLEKHA6	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	2310036O22RIK	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	RPS15A	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	RPL17	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	SERPINB1A	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	ZBTB12	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	MDFI	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	GM41	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	4930503B20RIK	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	ZMYND19	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	ZFP688	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	TNFSF10	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	TMEM132A	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	HFE	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	CREB5	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	TFCP2L1	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	SRPR	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	PDIA5	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	HERC3	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	EDIL3	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	EIF3L	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	NFYC	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	EGFL7	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	PIK3R1	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	FAM228A	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	PPP1R13B	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	CSRP1	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	TMPRSS6	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	EXD1	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	SNX16	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	LMNA	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	ARVCF	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	B4GALT6	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	PLBD2	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	RUVBL1	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	UBIAD1	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	SERPINB6A	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	AGPAT2	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	NAGLU	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	ZFP280D	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	TMSB4X	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	RAB29	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	ZFP626	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	B4GALT2	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	HES6	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	CGN	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	1700017G19RIK	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	SIK3	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	TGM1	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	PFKL	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	PCDHGB6	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	TTC27	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	CD40	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	KLHL9	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	GNG11	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	GPRC5A	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	TRAF3IP2	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	NDUFS2	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	CISH	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	SNHG4	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	AK010878	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	CENPT	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	PCDH18	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	PHLDB3	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	TET1	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	XLR3B	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	HECTD1	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	CACNB3	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	ACAA1A	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	ARFGEF3	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	FMN2	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	KDELR1	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	1700025F24RIK	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	GK	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	APPL1	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	HUNK	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	FGF1	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	CCDC163	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	ABCA2	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	TMEM60	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	DDX55	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	MCM2	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	DHX9	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	NFKBIE	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	PHF10	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	PFKFB4	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	CCDC129	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	COX6A2	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	INF2	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	PDE4C	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	RCAN3	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	RPL36AL	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	ICA1	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	TNFAIP2	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	OAS1B	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	UROS	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	TMEM219	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	IRGM1	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	IL15	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	HIP1	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	KCTD10	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	REV3L	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	SYT8	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	CTSL	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	1700012B07RIK	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	DLL1	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	ZFP960	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	YPEL3	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	BRI3BP	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	ZFP362	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	MTHFS	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	ZFP612	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	ZFP780B	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	MFHAS1	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	CSTF2	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	MMP20	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	LPPOS	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	IGTP	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	STAP2	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	NME3	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	LTBP3	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	FUT8	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	RGS19	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	HDAC11	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	DNMT3B	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	NLRC3	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	TTLL1	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	SYN3	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	RALGPS1	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	TRAP1	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	PIGH	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	GYLTL1B	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	TAF7	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	BCHE	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	SRRM4	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	TMEM251	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	ABCC1	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	PRKAB1	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	ZFHX2	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	PAFAH2	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	DSTYK	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	FASN	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	SYT3	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	WHSC1	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	SQRDL	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	TIRAP	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	UNC13B	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	WNT3	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	RCAN1	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	ADGRA3	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	LYN	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	TIGIT	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	BRINP3	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	ARHGEF9	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	SNORA2B	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	STIM2	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	MTMR2	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	LRPPRC	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	NME7	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	NAV3	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	TGM2	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	EPS8L2	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	ANGPT4	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	LIPC	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	EFL1	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	CFAP126	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	NHSL1	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	SLC22A23	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	PDZD11	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	CENPC1	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	NCKAP1L	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	UBQLN4	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	JAK1	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	WDR44	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	EFNA5	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	NEURL3	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	ZFP300	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	CRB3	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	CGREF1	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	MYSM1	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	ITM2C	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	TNFSF15	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	2610307P16RIK	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	PTHLH	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	MAMSTR	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	SRD5A3	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	ABCA8A	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	HIST1H4B	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	2010111I01RIK	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	IL4RA	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	EPS8L1	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	LMF1	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	MRPL33	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	ZCWPW1	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	DEPDC1A	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	TMEM160	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	WIPF1	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	MCM6	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	IL24	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	THOC3	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	TNF	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	KLC3	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	GM20300	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	MGP	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	D030056L22RIK	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	MTM1	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	LYPLAL1	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	SYNE2	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	DMTN	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	POLM	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	SLC3A2	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	WBP5	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	ZBTB7A	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	ANKRD9	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	CELF2	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	TMOD3	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	CEP170B	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	PCDHB9	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	GIMAP9	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	CCNI	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	ARHGEF5	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	OSBPL10	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	APOBEC3	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	AKAP13	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	CIB2	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	SNX10	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	TMEM181A	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	EML4	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	POU4F1	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	CSN1S1	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	ME2	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	ANAPC5	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	EIF2B4	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	CAMKK1	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	METTL7A1	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	CHST12	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	MYCL	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	PLEK2	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	PSME2	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	NCSTN	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	PARD6G	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	4930581F22RIK	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	FARP1	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	GPR146	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	FAM131A	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	MMP12	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	MFSD6	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	PLEKHH1	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	PCGF5	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	LY75	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	PUS3	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	DNAJC22	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	C1S1	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	BDKRB1	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	CSRNP2	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	CCNB1IP1	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	ARMC10	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	DGKE	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	E430016F16RIK	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	ARHGAP27	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	LPCAT3	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	TRP53INP1	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	PTPRE	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	PVT1	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	GM12295	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	SLC30A2	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	EPB41L4B	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	P2RY2	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	KLHDC8A	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	SMC1A	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	ICOSL	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	RAD51D	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	TRPC1	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	GAB3	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	SLC22A14	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	F8	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	DSEL	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	CDK17	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	ANKRD1	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	ATG12	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	LPIN3	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	RALGAPA1	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	RPL9	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	TMEM106A	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	4921530L21RIK	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	KLHL40	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	SHMT2	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	PRKCG	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	LMTK3	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	P4HA2	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	TMX4	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	SMIM3	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	TMEM202	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	PIK3C2G	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	STEAP4	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	UACA	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	ITSN2	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	ZFP532	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	CEBPB	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	JAK2	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	CCP110	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	RELB	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	NUDT3	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	PARVB	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	IFT88	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	ZFP213	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	LRRC47	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	TTN	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	CLCN4	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	FAM32A	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	MAP2K3	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	IQCF5	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	SLC37A4	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	CST3	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	RGL2	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	TPRN	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	SNX30	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	RD3	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	ARG2	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	ZSWIM7	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	PITX1	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	TTLL7	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	RMDN2	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	PILRB2	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	1500011B03RIK	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	SFMBT1	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	NUTM1	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	ATP1A1	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	HTR5B	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	TRAFD1	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	SIMC1	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	NBEAL1	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	BRD4	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	EBP	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	PHPT1	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	SLC26A10	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	FUNDC2	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	ARTN	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	GRHL1	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	LDLRAD3	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	SBNO2	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	PCDHB7	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	FNIP1	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	LCP1	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	SLC28A2	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	ACSBG2	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	FKBP10	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	CASP7	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	RAPGEF4	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	CEP135	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	HILPDA	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	PPP1R21	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	CTGF	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	RANBP6	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	GM16897	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	PLA2G7	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	TRDMT1	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	PAG1	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	TCP11L2	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	TSPO	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	GPS2	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	COL4A3	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	SLC6A6	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	APLN	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	MYLK	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	TMPRSS4	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	NSMAF	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	MCM3	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	CD1D1	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	PTPN4	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	GAS2	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	1700123I01RIK	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	PRKCZ	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	ZFP953	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	CDC42BPG	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	TAF4B	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	OTULIN	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	RPS13	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	FASTKD1	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	VSIG10	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	ITPKB	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	PPP1R18	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	TMEM168	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	PER3	1
67NR Kmt2d.KO	67NR	Kmt2d.KO	RGN	-1
67NR Kmt2d.KO	67NR	Kmt2d.KO	PRSS12	-1
