Set	Line	KO	Gene	Sign
67NR Kmt2c.KO	67NR	Kmt2c.KO	FGGY	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	ABCG1	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	WNT9A	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	TMEM176B	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	ZBP1	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	PLEKHO2	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	SLC25A20	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	BLVRB	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	ADAMTS14	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	CD81	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	RORA	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	ZFP422	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	ST14	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	SLC6A8	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	AQP1	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	TLR3	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	CXCL1	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	GALNT3	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	BACE1	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	GOLM1	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	LRRK2	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	NR1D1	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	MPZL2	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	LYNX1	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	TPD52L1	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	ADORA2B	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	CDYL2	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	FERMT1	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	CCL20	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	BST1	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	TACSTD2	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	AOX4	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	AP1S3	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	PMP22	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	ACSL6	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	DPPA2	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	STARD10	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	RENBP	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	HBEGF	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	SEMA6D	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	RAMP3	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	PLA2G5	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	FAM135A	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	LURAP1L	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	ZFP287	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	SERINC2	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	CXCL12	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	IQCG	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	CNTLN	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	MORN4	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	ANG2	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	MYO1B	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	FOXD1	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	GLRP1	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	OSR1	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	CAR11	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	THSD4	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	ESRP1	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	SHTN1	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	CHST15	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	CAMK4	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	IGFBP7	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	USP18	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	4930447F24RIK	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	ZC4H2	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	TMEM74	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	TIFA	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	MGST1	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	CDON	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	HDDC2	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	BMP7	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	TJP3	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	EPB41L5	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	NAIP6	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	GM14137	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	MYO5C	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	XLR	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	SHPK	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	CNGA3	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	VGF	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	PPP1R9A	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	ADGRG6	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	TACC1	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	GPC6	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	TWIST2	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	SPINT1	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	PQLC3	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	STARD8	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	CORO6	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	RNF152	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	EPHA1	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	NUDT16	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	FOXJ1	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	PCDHGC3	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	IRAK3	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	ETS2	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	CCDC125	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	DLX2	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	TTC12	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	PLPPR4	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	CSN3	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	ADM	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	TXNDC16	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	NRG2	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	FLYWCH2	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	PTK7	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	CCNG1	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	ADAM19	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	PROSER2	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	SEMA4D	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	CLVS1	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	MARVELD2	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	SORL1	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	CDKN2A	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	ANKRD33B	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	SOCS3	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	ZFP936	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	PHF11D	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	ARHGAP9	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	EHF	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	KRT7	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	ACP5	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	AMPD3	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	BCAT1	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	PHLDA3	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	SLC5A8	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	HS3ST1	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	ZFP810	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	ADAMTSL4	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	RALGPS2	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	BEND3	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	TRIQK	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	SEMA4B	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	TRPV4	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	RIPK4	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	CTSC	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	STAU2	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	RDH10	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	PODXL	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	RGS10	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	PKIA	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	SOCS1	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	VPS37B	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	ADAD2	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	NEXN	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	PEX5L	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	TMTC4	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	HEPH	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	MAPRE2	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	HECTD2	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	LCP1	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	EIF4G3	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	DMPK	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	ZFP37	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	ABCA8B	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	FAM111A	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	ICAM1	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	DSG2	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	POSTN	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	CYBA	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	FOSL1	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	OSBP2	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	ZFP280D	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	DHRS1	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	KCNK2	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	ENG	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	GJB3	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	LPCAT2	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	SLC25A1	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	FADS3	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	SYT8	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	GNPDA2	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	TMEM169	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	TBC1D16	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	TRP53I11	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	DECR1	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	MSRB3	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	LRP11	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	CHST3	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	PLAU	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	ENPP1	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	SUSD1	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	CADM4	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	PIGR	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	LIPG	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	RSPO3	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	NLRP4F	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	UGGT2	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	RAB15	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	TMEM176A	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	USP44	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	CHRNB1	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	WFDC2	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	SLC25A23	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	B230312C02RIK	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	ECM1	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	ITGA7	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	EPCAM	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	DLX3	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	MINA	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	SLC22A29	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	DDIAS	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	PSMB9	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	DOCK3	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	ENTPD3	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	ZFP141	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	MYBL1	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	CD276	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	KDM5B	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	NID1	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	3110002H16RIK	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	SYT17	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	GRIP1	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	SLC38A1	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	VLDLR	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	ELMO3	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	SP100	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	ARMCX3	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	DDIT4L	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	IRF6	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	SLC4A11	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	PPP1R26	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	TBX3OS2	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	GM3716	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	AMDHD2	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	ARL4D	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	TRIM40	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	SPARC	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	STEAP3	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	ADRB2	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	SGK3	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	CLYBL	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	WHRN	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	GM38426	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	ITGA5	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	MDM2	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	POLE2	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	TMPRSS11F	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	GSTT4	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	NNMT	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	ELF3	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	HS6ST1	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	ADAMTS10	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	GYG	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	RND3	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	APCDD1	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	ZFP449	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	IL23A	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	LPAR1	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	5730559C18RIK	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	KLHDC1	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	TGIF2	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	RFTN1	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	SPINT2	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	TMEM45A	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	TMEM179	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	MAPK11	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	MYH10	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	ARHGAP31	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	CTH	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	SH2D4A	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	CPT1C	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	PMEPA1	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	CD74	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	ZSWIM6	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	TBRG1	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	LAD1	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	SHROOM2	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	PRKCDBP	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	RPS6KA1	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	9230110C19RIK	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	OASL1	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	AIF1L	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	CDYL	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	TNFSF12	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	TMEM171	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	SRXN1	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	BEND5	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	HSPA4L	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	SERTAD1	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	1810011O10RIK	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	VIM	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	JUP	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	MYH14	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	FIGF	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	GPA33	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	GHR	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	SCN2A1	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	ANKRD44	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	COL7A1	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	OAS1A	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	LSR	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	ALCAM	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	RCBTB2	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	FAM107B	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	KRT19	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	ALDOC	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	MORC4	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	DISP2	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	FOXC2	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	IFI47	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	LAT2	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	OSR2	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	TOM1L1	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	HECA	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	VEGFC	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	FCGRT	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	CSGALNACT1	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	FDX1	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	MPPED2	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	SHF	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	NPHP1	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	BNC2	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	BMPER	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	FAM169A	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	SCN5A	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	FAM208A	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	SH3RF3	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	CLDN7	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	SH3RF1	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	TUBB2A	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	CPNE8	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	PLEKHS1	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	APOL9A	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	GRK5	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	SLC44A2	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	FABP4	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	LTBP4	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	OLFR1372-PS1	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	MYO1D	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	PSME1	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	PHACTR1	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	IGSF9	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	TNFRSF11A	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	PLAGL1	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	KCNH2	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	ALS2CL	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	SFT2D2	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	SOX5	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	CELF5	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	MAN2A1	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	ISYNA1	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	PPIP5K2	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	CCDC112	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	KCNJ2	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	NR3C1	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	PLXNB1	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	MISP	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	NPR3	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	GALNT11	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	ARRDC3	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	ARHGAP32	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	POU2F2	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	SKAP2	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	LINGO3	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	CFAP46	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	TTC28	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	BCAM	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	PTPRF	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	EVI2A	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	9430020K01RIK	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	IGSF3	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	RAP1B	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	EOMES	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	C1QTNF1	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	PPA2	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	KANK3	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	PRDX6	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	NEDD9	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	ISG15	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	TRIM30D	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	NOL4L	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	DUSP6	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	DDAH2	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	45174	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	CYP7A1	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	NES	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	ITGB2	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	ADCY3	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	USP43	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	OAS3	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	PLEKHO1	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	FAM228B	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	GLT8D2	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	9330188P03RIK	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	HTR5B	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	MYO7A	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	GRHL2	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	FST	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	PRKD3	-1
67NR Kmt2c.KO	67NR	Kmt2c.KO	4930548G14RIK	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	TSHZ1	1
67NR Kmt2c.KO	67NR	Kmt2c.KO	PHLDB2	-1
